"","AOI.Name","Trial","Stimulus","Category.Group","Index","Event.Start.Trial.Time","Event.End.Trial.Time","Event.Duration","Participant"
"15045","Grid",27,"Folie18.jpg","Eye",18,6440.9,6558.5,125,"p11"
"15046","Fixation",5,"Folie12.jpg","Eye",4,1003.2,2214.9,1185.7,"p11"
"15047","Grid",15,"Folie8.jpg","Eye",10,3091.7,3154.1,75.2,"p11"
"15048",NA,27,"Folie18.jpg","Eye",10,4040.4,4084.7,16.7,"p11"
"15049","Grid",4,"Folie24.jpg","Eye",6,2778.2,3099.8,300.5,"p11"
"15050","Grid",25,"Folie28.jpg","Eye",12,3749.7,3913.1,125.3,"p11"
"15051","Grid",5,"Folie12.jpg","Eye",16,4830.8,4967.2,150.2,"p11"
"15052","Grid",30,"Folie17.jpg","Eye",17,5030.3,5169.8,150.3,"p11"
"15053",NA,27,"Folie18.jpg","Eye",7,8708.3,8783.7,84.3,"p11"
"15054","Grid",13,"Folie7.jpg","Eye",8,3503.8,3636.3,116.9,"p11"
"15055",NA,23,"Folie14.jpg","Eye",8,5493.5,5515.6,50.1,"p11"
"15056",NA,2,"Folie3.jpg","Eye",1,92.8,122.5,33.4,"p11"
"15057",NA,2,"Folie3.jpg","Eye",10,3915.8,3952.8,8.3,"p11"
"15058","Target Word",15,"Folie8.jpg","Eye",24,7934.7,7988.1,117.9,"p11"
"15059","Grid",23,"Folie14.jpg","Eye",10,3186.9,3539.8,425.8,"p11"
"15060",NA,14,"Folie20.jpg","Eye",7,2799.8,2841.5,41.7,"p11"
"15061",NA,14,"Folie20.jpg","Eye",11,4242.6,4251,16.7,"p11"
"15062",NA,16,"Folie27.jpg","Eye",4,2267.3,2284.7,8.4,"p11"
"15063","Fixation",22,"Folie13.jpg","Eye",4,426.3,808.6,367.4,"p11"
"15064","Grid",9,"Folie16.jpg","Eye",11,3458.6,3774.4,317.1,"p11"
"15065","Grid",9,"Folie16.jpg","Eye",11,4393.8,4543.3,75.2,"p11"
"15066","White Space",17,"Folie1.jpg","Eye",20,6723.1,6729.7,84.3,"p11"
"15067",NA,10,"Folie23.jpg","Eye",1,5317.4,5796.7,509.4,"p11"
"15068","Grid",14,"Folie20.jpg","Eye",28,6635,6942.8,300.5,"p11"
"15069",NA,27,"Folie18.jpg","Eye",24,7985.7,7985.2,8.4,"p11"
"15070","Fixation",18,"Folie11.jpg","Eye",2,289.9,405.8,100.2,"p11"
"15071","Grid",25,"Folie28.jpg","Eye",16,4169,4563.9,461,"p11"
"15072",NA,2,"Folie3.jpg","Eye",1,446.7,541,8.4,"p11"
"15073",NA,6,"Folie9.jpg","Eye",10,3326.7,3366.7,33.4,"p11"
"15074",NA,28,"Folie6.jpg","Eye",3,1438.2,1461.9,8.4,"p11"
"15075","Grid",26,"Folie5.jpg","Eye",18,5243.4,5410.9,200.5,"p11"
"15076",NA,28,"Folie6.jpg","Eye",5,2414,2442.2,33.4,"p11"
"15077","Target Word",30,"Folie17.jpg","Eye",31,8426.9,8511.8,125.3,"p11"
"15078","Grid",21,"Folie10.jpg","Eye",17,3863.1,4049.8,292.2,"p11"
"15079","Grid",4,"Folie24.jpg","Eye",20,6187.3,6261.3,142,"p11"
"15080","Grid",27,"Folie18.jpg","Eye",18,6542,6794.9,267.2,"p11"
"15081","Grid",25,"Folie28.jpg","Eye",16,5354.4,5528.7,116.9,"p11"
"15082",NA,29,"Folie15.jpg","Eye",6,2671.4,2657.5,16.7,"p11"
"15083","Fixation",30,"Folie17.jpg","Eye",3,414.4,649,325.5,"p11"
"15084",NA,10,"Folie23.jpg","Eye",4,2210.8,2277.1,50.1,"p11"
"15085","Grid",15,"Folie8.jpg","Eye",21,6546.9,6720,200.4,"p11"
"15086",NA,5,"Folie12.jpg","Eye",24,7168.7,7178.7,8.4,"p11"
"15087","Grid",15,"Folie8.jpg","Eye",11,3327.5,3716.3,325.7,"p11"
"15088",NA,25,"Folie28.jpg","Eye",14,5856.3,5890.9,8.3,"p11"
"15089",NA,15,"Folie8.jpg","Eye",20,5536.4,5531,16.7,"p11"
"15090","Grid",19,"Folie2.jpg","Eye",24,5576.6,5703,108.6,"p11"
"15091","Grid",9,"Folie16.jpg","Eye",17,6646,7149.9,442.5,"p11"
"15092","Grid",14,"Folie20.jpg","Eye",34,9013.7,9082.3,75.1,"p11"
"15093","Grid",27,"Folie18.jpg","Eye",14,4308.8,4531,217.1,"p11"
"15094","Grid",21,"Folie10.jpg","Eye",26,7643.7,8103,375.8,"p11"
"15095",NA,13,"Folie7.jpg","Eye",13,5041.4,5059.6,25.1,"p11"
"15096",NA,8,"Folie22.jpg","Eye",26,8876.6,8904.2,8.3,"p11"
"15097","Grid",11,"Folie30.jpg","Eye",28,7408.2,7500.2,133.6,"p11"
"15098","Target Word",6,"Folie9.jpg","Eye",32,8643.9,9035.6,400.9,"p11"
"15099","Grid",24,"Folie21.jpg","Eye",27,8048,8464.5,467.6,"p11"
"15100","Target Word",12,"Folie4.jpg","Information",1,0,2547.2,526.1,"p11"
"15101",NA,4,"Folie24.jpg","Eye",8,4335.2,4357.6,25.1,"p11"
"15102",NA,30,"Folie17.jpg","Eye",12,4998.4,5047.1,41.8,"p11"
"15103",NA,21,"Folie10.jpg","Eye",5,2324.6,2360.2,8.4,"p11"
"15104","Grid",18,"Folie11.jpg","Eye",40,32093.6,32093.6,133.6,"p11"
"15105","Grid",7,"Folie26.jpg","Eye",4,2288.2,2364.8,66.8,"p11"
"15106",NA,2,"Folie3.jpg","Information",1,0,NA,NA,"p11"
"15107",NA,27,"Folie18.jpg","Eye",3,796.2,816.2,8.3,"p11"
"15108","White Space",5,"Folie12.jpg","Eye",18,4734.6,4868.2,150.3,"p11"
"15109",NA,9,"Folie16.jpg","Eye",29,8974.8,8976.9,16.7,"p11"
"15110","Target Word",24,"Folie21.jpg","Eye",4,2419.8,2691.5,283.8,"p11"
"15111","Grid",1,"Folie19.jpg","Eye",21,5878.6,6104.2,208.8,"p11"
"15112","Grid",28,"Folie6.jpg","Eye",9,3001.4,3141.3,150.3,"p11"
"15113",NA,26,"Folie5.jpg","Eye",1,88.7,93.5,16.7,"p11"
"15114","Grid",29,"Folie15.jpg","Eye",13,5187.3,5378.9,200.4,"p11"
"15115","Target Word",26,"Folie5.jpg","Eye",1,37.4,266,166.9,"p11"
"15116",NA,26,"Folie5.jpg","Eye",26,20410,20378,95.8,"p11"
"15117","Fixation",8,"Folie22.jpg","Eye",2,318.9,416.2,91.9,"p11"
"15118","Grid",11,"Folie30.jpg","Eye",27,5896.8,6053.8,125.3,"p11"
"15119","Grid",26,"Folie5.jpg","Eye",12,4945.1,5063.2,116.8,"p11"
"15120","Grid",24,"Folie21.jpg","Eye",1,46.8,289.8,242.2,"p11"
"15121",NA,30,"Folie17.jpg","Eye",29,8183.4,8191.7,8.4,"p11"
"15122",NA,7,"Folie26.jpg","Eye",17,5362.9,5344.7,8.4,"p11"
"15123",NA,12,"Folie4.jpg","Eye",27,8294.7,8312.9,8.4,"p11"
"15124",NA,4,"Folie24.jpg","Eye",4,2258.3,2319.2,50.1,"p11"
"15125",NA,3,"Folie25.jpg","Eye",4,2262.9,2350.6,116.9,"p11"
"15126","Grid",16,"Folie27.jpg","Eye",13,4139.1,4349.1,208.3,"p11"
"15127",NA,12,"Folie4.jpg","Eye",20,5964.5,5970.9,16.7,"p11"
"15128",NA,2,"Folie3.jpg","Eye",10,3657.3,3663.7,8.3,"p11"
"15129","Grid",18,"Folie11.jpg","Eye",21,5672.3,5994.7,292.3,"p11"
"15130","White Space",7,"Folie26.jpg","Eye",1,64.8,230.8,150.4,"p11"
"15131","Grid",15,"Folie8.jpg","Eye",21,6476.9,6621.5,133.7,"p11"
"15132",NA,15,"Folie8.jpg","Eye",6,2239.8,2279.7,33.4,"p11"
"15133",NA,4,"Folie24.jpg","Eye",4,2482.9,2516.7,16.7,"p11"
"15134","Fixation",27,"Folie18.jpg","Eye",4,1938.1,2368.4,317.4,"p11"
"15135",NA,8,"Folie22.jpg","Eye",4,2388.7,2421.8,33.4,"p11"
"15136",NA,4,"Folie24.jpg","Eye",2,461.2,466.5,8.4,"p11"
"15137",NA,27,"Folie18.jpg","Eye",10,3751.9,3766.2,8.4,"p11"
"15138","Fixation",23,"Folie14.jpg","Eye",3,780.9,922.6,263.8,"p11"
"15139","Grid",15,"Folie8.jpg","Eye",2,405.5,769.1,300.7,"p11"
"15140","Grid",19,"Folie2.jpg","Eye",13,4762,5096,325.6,"p11"
"15141",NA,29,"Folie15.jpg","Eye",1,235.9,388.6,150.3,"p11"
"15142","Fixation",25,"Folie28.jpg","Eye",4,526.8,1520.2,1060.6,"p11"
"15143",NA,22,"Folie13.jpg","Eye",5,2650.4,2677.8,8.4,"p11"
"15144",NA,28,"Folie6.jpg","Eye",6,2227.6,2230.8,33.4,"p11"
"15145","Grid",17,"Folie1.jpg","Eye",16,5911.3,6063.8,175.3,"p11"
"15146","Grid",9,"Folie16.jpg","Eye",12,3601.3,3749.6,133.6,"p11"
"15147","Grid",1,"Folie19.jpg","Eye",5,2360.2,2438.4,108.6,"p11"
"15148","Target Word",7,"Folie26.jpg","Eye",30,8819.8,9094.7,234,"p11"
"15149",NA,17,"Folie1.jpg","Eye",22,7092.5,7123.2,8.4,"p11"
"15150","Grid",16,"Folie27.jpg","Eye",18,5088.2,5450.7,367.5,"p11"
"15151",NA,19,"Folie2.jpg","Eye",15,5918.5,5958,16.7,"p11"
"15152",NA,27,"Folie18.jpg","Eye",29,8529.4,8600.5,8.4,"p11"
"15153",NA,10,"Folie23.jpg","Eye",11,3219.7,3226.9,8.3,"p11"
"15154",NA,9,"Folie16.jpg","Eye",7,3183,3193.3,16.7,"p11"
"15155",NA,22,"Folie13.jpg","Eye",18,6834,6851.9,16.7,"p11"
"15156","White Space",8,"Folie22.jpg","Eye",7,2387,2511.3,116.9,"p11"
"15157","Grid",29,"Folie15.jpg","Eye",22,8655.5,8964.4,305.1,"p11"
"15158","Grid",4,"Folie24.jpg","Eye",23,5871.3,6045.1,175.3,"p11"
"15159",NA,28,"Folie6.jpg","Eye",32,8970.3,9014.1,58.6,"p11"
"15160",NA,5,"Folie12.jpg","Eye",35,8834.7,8863.4,41.7,"p11"
"15161","Grid",25,"Folie28.jpg","Eye",9,3281.9,3490.7,167.1,"p11"
"15162",NA,4,"Folie24.jpg","Eye",1,7673.5,8680.9,751.1,"p11"
"15163",NA,16,"Folie27.jpg","Eye",13,3868.9,3897.3,33.4,"p11"
"15164",NA,20,"Folie29.jpg","Eye",6,2712.4,2717,25,"p11"
"15165",NA,23,"Folie14.jpg","Eye",27,7418.5,7437.2,8.4,"p11"
"15166",NA,7,"Folie26.jpg","Eye",19,7426.6,7436.2,8.4,"p11"
"15167","Grid",24,"Folie21.jpg","Information",21,6165.2,6529.6,418.6,"p11"
"15168","Grid",24,"Folie21.jpg","Eye",8,3014.7,3173.1,150.3,"p11"
"15169",NA,12,"Folie4.jpg","Eye",13,7015.3,7027.9,8.4,"p11"
"15170",NA,27,"Folie18.jpg","Eye",12,5167.8,5171.5,8.4,"p11"
"15171","Grid",19,"Folie2.jpg","Eye",8,2728.5,2912.5,217.1,"p11"
"15172",NA,28,"Folie6.jpg","Eye",10,3178.1,3187.6,8.4,"p11"
"15173","Grid",25,"Folie28.jpg","Eye",7,3108.8,3400.4,308.9,"p11"
"15174","Grid",16,"Folie27.jpg","Eye",11,3034.2,3273.5,225.4,"p11"
"15175",NA,26,"Folie5.jpg","Eye",12,3503.2,3591.6,41.7,"p11"
"15176","Target Word",22,"Folie13.jpg","Eye",13,4040.4,4366.1,392.4,"p11"
"15177",NA,9,"Folie16.jpg","Information",1,0,NA,NA,"p11"
"15178",NA,13,"Folie7.jpg","Eye",18,5225.8,5242.5,16.7,"p11"
"15179","Grid",9,"Folie16.jpg","Eye",12,3943.3,4134.5,208.7,"p11"
"15180","Grid",27,"Folie18.jpg","Eye",11,3694.8,3824.3,100.2,"p11"
"15181",NA,14,"Folie20.jpg","Eye",7,2475.3,2491.3,33.4,"p11"
"15182","Grid",5,"Folie12.jpg","Eye",2,135.5,315.7,141.9,"p11"
"15183",NA,5,"Folie12.jpg","Eye",22,6105.6,6122.6,8.4,"p11"
"15184","Grid",4,"Folie24.jpg","Eye",12,2757.7,2835.8,108.5,"p11"
"15185","Grid",10,"Folie23.jpg","Eye",11,3093.2,3215.3,133.6,"p11"
"15186",NA,27,"Folie18.jpg","Eye",5,2741.8,2757.4,33.4,"p11"
"15187","Grid",11,"Folie30.jpg","Eye",18,6421.3,6486.9,108.5,"p11"
"15188","Grid",27,"Folie18.jpg","Eye",26,7706.8,7996.2,327.8,"p11"
"15189",NA,20,"Folie29.jpg","Eye",11,3443.8,3466.9,25,"p11"
"15190","Grid",24,"Folie21.jpg","Eye",15,5741.5,6025.3,317.3,"p11"
"15191",NA,5,"Folie12.jpg","Eye",2,962.9,985.3,33.4,"p11"
"15192","Target Word",4,"Folie24.jpg","Eye",8,2588.5,2889.6,300.6,"p11"
"15193","Grid",29,"Folie15.jpg","Eye",13,4046,4126.4,83.5,"p11"
"15194",NA,14,"Folie20.jpg","Eye",6,2448,2455.6,33.4,"p11"
"15195","Grid",10,"Folie23.jpg","Eye",10,3636.7,3876.8,183.6,"p11"
"15196",NA,29,"Folie15.jpg","Eye",27,8650.2,8663.4,8.4,"p11"
"15197","Grid",26,"Folie5.jpg","Eye",27,8121.5,8700.3,467.8,"p11"
"15198",NA,11,"Folie30.jpg","Eye",21,7986.9,8027,34,"p11"
"15199",NA,20,"Folie29.jpg","Eye",16,4476.4,4503.9,8.4,"p11"
"15200","Target Word",25,"Folie28.jpg","Eye",23,7045.6,7126,166.9,"p11"
"15201",NA,24,"Folie21.jpg","Eye",12,3519.5,3540.9,33.4,"p11"
"15202",NA,26,"Folie5.jpg","Eye",9,3371.9,3438.3,33.4,"p11"
"15203",NA,17,"Folie1.jpg","Eye",14,4356.8,4392.9,8.4,"p11"
"15204",NA,1,"Folie19.jpg","Eye",10,3980.8,3982.6,8.3,"p11"
"15205",NA,29,"Folie15.jpg","Eye",2,2239.9,2259.3,33.4,"p11"
"15206",NA,20,"Folie29.jpg","Information",1,0,NA,NA,"p11"
"15207","Grid",5,"Folie12.jpg","Eye",8,2872.4,3102.3,217.1,"p11"
"15208",NA,13,"Folie7.jpg","Eye",6,2650.8,2699,8.4,"p11"
"15209",NA,11,"Folie30.jpg","Eye",11,3769.3,3805.8,33.4,"p11"
"15210","Fixation",19,"Folie2.jpg","Eye",3,568.5,1135.8,517.6,"p11"
"15211","Grid",28,"Folie6.jpg","Eye",9,4089.6,4228.7,183.8,"p11"
"15212",NA,2,"Folie3.jpg","Eye",8,2239.3,2278.7,25.1,"p11"
"15213",NA,9,"Folie16.jpg","Eye",2,641.3,638.4,8.4,"p11"
"15214","Grid",17,"Folie1.jpg","Eye",8,2965.9,3111.6,133.6,"p11"
"15215","Grid",2,"Folie3.jpg","Eye",15,6261.3,6557.7,292.3,"p11"
"15216","Grid",11,"Folie30.jpg","Eye",10,3416.9,3664.2,217.1,"p11"
"15217","Grid",25,"Folie28.jpg","Eye",15,5061.3,5312.7,233.8,"p11"
"15218","Fixation",14,"Folie20.jpg","Eye",3,490.1,2225.9,1719.4,"p11"
"15219","Grid",19,"Folie2.jpg","Eye",16,5935.2,6068.8,167.1,"p11"
"15220","Grid",27,"Folie18.jpg","Eye",20,8236.6,8753.4,573.7,"p11"
"15221",NA,26,"Folie5.jpg","Eye",33,8684.7,8682.4,8.3,"p11"
"15222",NA,18,"Folie11.jpg","Eye",9,15591.7,15877.9,91.8,"p11"
"15223","Grid",2,"Folie3.jpg","Eye",19,6799.9,7014.2,208.7,"p11"
"15224","Grid",19,"Folie2.jpg","Eye",26,6557.9,6635.4,107,"p11"
"15225",NA,9,"Folie16.jpg","Eye",5,2199.5,2196.3,8.3,"p11"
"15226",NA,27,"Folie18.jpg","Information",1,0,NA,NA,"p11"
"15227","Grid",15,"Folie8.jpg","Eye",24,7948.1,8145.1,233.9,"p11"
"15228",NA,8,"Folie22.jpg","Eye",27,8962,8973.1,16.7,"p11"
"15229","Grid",26,"Folie5.jpg","Eye",12,4085.6,4182.9,116.9,"p11"
"15230","Grid",14,"Folie20.jpg","Eye",29,8443.2,8841.7,392.3,"p11"
"15231",NA,4,"Folie24.jpg","Eye",29,9063.6,9079.3,16.7,"p11"
"15232","Grid",7,"Folie26.jpg","Eye",15,8515.3,9034.2,609.7,"p11"
"15233","Grid",19,"Folie2.jpg","Eye",16,5860.1,6104.2,217,"p11"
"15234",NA,29,"Folie15.jpg","Eye",1,3422.7,4220.8,517.4,"p11"
"15235","Grid",15,"Folie8.jpg","Eye",26,8674.9,8950.5,308.9,"p11"
"15236","Grid",7,"Folie26.jpg","Eye",17,6899.7,7263.1,350.8,"p11"
"15237","Grid",18,"Folie11.jpg","Eye",8,2506.4,2610.4,125.3,"p11"
"15238",NA,12,"Folie4.jpg","Eye",23,7561.2,7566.5,8.4,"p11"
"15239","Grid",26,"Folie5.jpg","Eye",26,8909.3,9094.3,285.2,"p11"
"15240","Grid",21,"Folie10.jpg","Eye",7,3330,3669.7,342.4,"p11"
"15241",NA,12,"Folie4.jpg","Eye",1,251.6,260,16.7,"p11"
"15242","Grid",14,"Folie20.jpg","Eye",24,6372.6,6507.7,175.4,"p11"
"15243","Grid",15,"Folie8.jpg","Eye",17,4592.8,4684.3,117,"p11"
"15244",NA,18,"Folie11.jpg","Eye",14,4750.7,4767.4,8.4,"p11"
"15245","Fixation",6,"Folie9.jpg","Eye",5,1224,2204.6,951.4,"p11"
"15246","Fixation",22,"Folie13.jpg","Eye",3,388.2,2261.8,1845.5,"p11"
"15247",NA,24,"Folie21.jpg","Eye",4,2608.2,2642.6,8.4,"p11"
"15248",NA,4,"Folie24.jpg","Eye",17,6479.3,6489.2,83.5,"p11"
"15249",NA,2,"Folie3.jpg","Eye",12,5522,5666.9,183.6,"p11"
"15250","Grid",9,"Folie16.jpg","Eye",20,6108.6,6491.3,417.4,"p11"
"15251",NA,29,"Folie15.jpg","Eye",6,2690.6,2741.5,33.4,"p11"
"15252","Grid",2,"Folie3.jpg","Eye",22,8356.4,8448.5,83.5,"p11"
"15253","Grid",9,"Folie16.jpg","Eye",19,4763.5,4953,167,"p11"
"15254","Grid",25,"Folie28.jpg","Eye",5,1503.1,2273.2,726.5,"p11"
"15255","Fixation",24,"Folie21.jpg","Eye",3,512.1,1311.6,851.7,"p11"
"15256",NA,12,"Folie4.jpg","Eye",9,2211,2247.3,16.7,"p11"
"15257","Grid",7,"Folie26.jpg","Eye",15,6306.5,6434.9,175.3,"p11"
"15258","Fixation",21,"Folie10.jpg","Eye",7,1394.6,2123.4,784.9,"p11"
"15259",NA,12,"Folie4.jpg","Eye",24,7383.1,7500.2,50.1,"p11"
"15260","Grid",7,"Folie26.jpg","Eye",13,4045.7,4359.9,367.3,"p11"
"15261",NA,29,"Folie15.jpg","Eye",10,4042.9,4059.2,25.1,"p11"
"15262","Grid",18,"Folie11.jpg","Eye",19,4608.8,4749.3,225.4,"p11"
"15263","Grid",27,"Folie18.jpg","Eye",12,3959.3,4436.6,492.4,"p11"
"15264","Fixation",18,"Folie11.jpg","Eye",15,8236.9,9082.8,743.4,"p11"
"15265",NA,5,"Folie12.jpg","Eye",7,3044.6,3091.8,41.8,"p11"
"15266",NA,29,"Folie15.jpg","Eye",13,5176,5185.6,8.4,"p11"
"15267","Target Word",15,"Folie8.jpg","Eye",6,2352,2619.9,225.4,"p11"
"15268",NA,20,"Folie29.jpg","Eye",1,913.1,957,75.5,"p11"
"15269",NA,12,"Folie4.jpg","Eye",28,8825,8805,8.4,"p11"
"15270","Grid",5,"Folie12.jpg","Eye",12,3661.8,3906,250.5,"p11"
"15271","Grid",12,"Folie4.jpg","Eye",28,7581.2,7773.6,183.7,"p11"
"15272",NA,5,"Folie12.jpg","Eye",22,5548.9,5561.7,8.3,"p11"
"15273",NA,5,"Folie12.jpg","Eye",13,4280,4302.9,25,"p11"
"15274",NA,4,"Folie24.jpg","Eye",13,5160.9,5163,16.7,"p11"
"15275",NA,16,"Folie27.jpg","Eye",5,2635.1,2660.1,8.3,"p11"
"15276",NA,18,"Folie11.jpg","Eye",48,34590.3,35007.8,33.4,"p11"
"15277","Grid",11,"Folie30.jpg","Eye",25,8027,8500.3,567.9,"p11"
"15278","Fixation",1,"Folie19.jpg","Eye",3,293.1,444,150.3,"p11"
"15279",NA,16,"Folie27.jpg","Eye",25,6754.4,6781.1,8.4,"p11"
"15280",NA,17,"Folie1.jpg","Eye",9,5311.8,5423.4,8.4,"p11"
"15281","Fixation",10,"Folie23.jpg","Eye",7,2063.5,2230.6,250.5,"p11"
"15282",NA,7,"Folie26.jpg","Eye",2,7818.1,7810.7,151.3,"p11"
"15283",NA,3,"Folie25.jpg","Eye",1,3663.3,5229,1269.5,"p11"
"15284","Fixation",30,"Folie17.jpg","Eye",5,1311.2,1614.8,375.8,"p11"
"15285",NA,30,"Folie17.jpg","Eye",16,4551,4563.3,8.4,"p11"
"15286","Target Word",6,"Folie9.jpg","Eye",10,3099.8,3395.6,158.6,"p11"
"15287",NA,1,"Folie19.jpg","Eye",1,225.7,253,33.4,"p11"
"15288",NA,6,"Folie9.jpg","Eye",3,7201.1,7599.8,417.5,"p11"
"15289","Grid",30,"Folie17.jpg","Eye",9,3441.5,3832.3,375.7,"p11"
"15290","Grid",25,"Folie28.jpg","Eye",17,6231.6,6317,100.2,"p11"
"15291",NA,16,"Folie27.jpg","Eye",11,5342.7,5355.7,16.7,"p11"
"15292","Grid",8,"Folie22.jpg","Eye",5,2256.6,2336.5,83.5,"p11"
"15293",NA,13,"Folie7.jpg","Eye",3,899.1,908.3,16.7,"p11"
"15294",NA,21,"Folie10.jpg","Eye",21,6174.5,6184.9,41.7,"p11"
"15295","Grid",11,"Folie30.jpg","Eye",15,4182.7,4491.8,292.4,"p11"
"15296","Grid",9,"Folie16.jpg","Eye",6,1525.3,1640.8,100.3,"p11"
"15297",NA,11,"Folie30.jpg","Eye",31,8864.8,8902.7,33.4,"p11"
"15298","Grid",26,"Folie5.jpg","Eye",11,4448.6,4714.8,208.8,"p11"
"15299",NA,25,"Folie28.jpg","Eye",13,4342.8,4351.9,8.3,"p11"
"15300","Fixation",14,"Folie20.jpg","Eye",3,406.7,558.1,192.1,"p11"
"15301","Grid",4,"Folie24.jpg","Eye",17,4052.9,4334.7,309,"p11"
"15302","Grid",26,"Folie5.jpg","Eye",17,5043,5293.3,183.7,"p11"
"15303",NA,6,"Folie9.jpg","Eye",10,3371.2,3405.3,66.8,"p11"
"15304",NA,21,"Folie10.jpg","Information",1,0,NA,NA,"p11"
"15305",NA,20,"Folie29.jpg","Eye",25,7619.2,7619.8,8.4,"p11"
"15306","White Space",18,"Folie11.jpg","Eye",95,46348.9,46031.9,217,"p11"
"15307",NA,20,"Folie29.jpg","Eye",1,409.7,473.5,116.8,"p11"
"15308","Fixation",27,"Folie18.jpg","Eye",2,443,516.5,108.6,"p11"
"15309",NA,24,"Folie21.jpg","Eye",19,4802.4,4826.2,16.7,"p11"
"15310",NA,10,"Folie23.jpg","Eye",17,5915.7,5936.8,16.7,"p11"
"15311",NA,14,"Folie20.jpg","Eye",1,4125.2,4649.3,484.1,"p11"
"15312",NA,5,"Folie12.jpg","Eye",1,676.6,725.8,25.1,"p11"
"15313","Grid",30,"Folie17.jpg","Eye",18,5430,5497.8,75.1,"p11"
"15314",NA,10,"Folie23.jpg","Eye",4,808.6,881.6,8.3,"p11"
"15315",NA,9,"Folie16.jpg","Eye",11,3468.5,3492.8,25.1,"p11"
"15316",NA,5,"Folie12.jpg","Information",1,0,NA,NA,"p11"
"15317",NA,22,"Folie13.jpg","Eye",8,2468.9,2475.3,41.8,"p11"
"15318",NA,10,"Folie23.jpg","Eye",9,3855.4,3857.2,16.7,"p11"
"15319","Grid",12,"Folie4.jpg","Eye",7,2759,2908.6,150.2,"p11"
"15320",NA,27,"Folie18.jpg","Eye",3,852.2,869,16.7,"p11"
"15321","Grid",10,"Folie23.jpg","Eye",6,2525,2657.2,166.9,"p11"
"15322",NA,29,"Folie15.jpg","Eye",20,6038.7,6137.1,8.4,"p11"
"15323","Grid",21,"Folie10.jpg","Eye",16,4643.2,4773.4,83.5,"p11"
"15324",NA,4,"Folie24.jpg","Information",1,0,NA,NA,"p11"
"15325",NA,2,"Folie3.jpg","Eye",24,7266.9,7291.7,8.4,"p11"
"15326","Target Word",16,"Folie27.jpg","Eye",10,3482.1,3590.7,208.7,"p11"
"15327",NA,20,"Folie29.jpg","Eye",23,7917.5,7925.9,8.3,"p11"
"15328","Grid",5,"Folie12.jpg","Eye",11,3383.8,3466.3,66.8,"p11"
"15329",NA,20,"Folie29.jpg","Eye",18,5633.1,5673.3,33.4,"p11"
"15330",NA,6,"Folie9.jpg","Eye",16,5538.1,5574.7,16.7,"p11"
"15331",NA,5,"Folie12.jpg","Eye",2,885.6,907.4,25.1,"p11"
"15332","Grid",25,"Folie28.jpg","Eye",6,2248.5,2338,100.2,"p11"
"15333",NA,12,"Folie4.jpg","Eye",18,5075.4,5110.1,8.3,"p11"
"15334",NA,29,"Folie15.jpg","Eye",8,2990.9,3021.9,25.1,"p11"
"15335","Grid",23,"Folie14.jpg","Eye",6,3007.1,3151.7,133.5,"p11"
"15336","Grid",16,"Folie27.jpg","Eye",10,3032.3,3400.7,325.8,"p11"
"15337","Grid",25,"Folie28.jpg","Eye",19,5897.2,6046.3,125.3,"p11"
"15338",NA,13,"Folie7.jpg","Eye",19,5651.1,5643,8.3,"p11"
"15339",NA,14,"Folie20.jpg","Eye",17,6526.5,6547.3,8.4,"p11"
"15340","Grid",9,"Folie16.jpg","Information",26,8881,9078,217.1,"p11"
"15341","Grid",5,"Folie12.jpg","Eye",12,3697.5,3900.3,200.4,"p11"
"15342",NA,13,"Folie7.jpg","Eye",19,5136,5162.3,33.4,"p11"
"15343","Grid",27,"Folie18.jpg","Eye",14,3676.1,3893.9,275.6,"p11"
"15344","Grid",20,"Folie29.jpg","Eye",11,3159.8,3274.7,133.6,"p11"
"15345",NA,6,"Folie9.jpg","Eye",6,2961.5,2976.9,50.1,"p11"
"15346","Grid",11,"Folie30.jpg","Eye",11,3070.6,3215,125.2,"p11"
"15347","Target Word",13,"Folie7.jpg","Eye",6,2468,4021.3,1010.5,"p11"
"15348",NA,8,"Folie22.jpg","Eye",12,3636.7,3649,33.4,"p11"
"15349","Grid",28,"Folie6.jpg","Eye",4,2838.3,2965.6,108.5,"p11"
"15350","Fixation",6,"Folie9.jpg","Eye",17,8431.9,8384.1,383.9,"p11"
"15351",NA,2,"Folie3.jpg","Eye",11,3403.6,3403.7,8.4,"p11"
"15352","White Space",22,"Folie13.jpg","Eye",5,1367.9,1613.5,217,"p11"
"15353","Grid",8,"Folie22.jpg","Eye",1,1.1,217.6,217.3,"p11"
"15354","Grid",23,"Folie14.jpg","Eye",17,4080.5,4393.9,242.1,"p11"
"15355",NA,23,"Folie14.jpg","Eye",3,1211.7,1193.6,8.3,"p11"
"15356",NA,5,"Folie12.jpg","Eye",31,7904.2,7939.1,33.4,"p11"
"15357",NA,26,"Folie5.jpg","Eye",3,1492.7,1536.4,8.4,"p11"
"15358",NA,27,"Folie18.jpg","Eye",14,4680.3,4699.4,16.7,"p11"
"15359","Grid",23,"Folie14.jpg","Eye",7,4818.3,4739.9,75.1,"p11"
"15360","Fixation",4,"Folie24.jpg","Eye",3,759.3,2232.2,1419.7,"p11"
"15361",NA,13,"Folie7.jpg","Eye",2,877.3,833.9,8.4,"p11"
"15362",NA,19,"Folie2.jpg","Eye",17,5154.9,5156.3,16.7,"p11"
