"AOI.Name","Trial","Stimulus","Category.Group","Index","Event.Start.Trial.Time","Event.End.Trial.Time","Event.Duration"
"Fixation",12,"Folie4.jpg","Eye",3,1025.1,1399.8,409
"Target Word",14,"Folie20.jpg","Eye",7,2603.5,2784.2,192.2
"Grid",15,"Folie8.jpg","Eye",15,4646.8,4781.7,133.7
NA,16,"Folie27.jpg","Eye",5,4939.7,4941.2,742.9
"Grid",23,"Folie14.jpg","Eye",12,4209.8,4343.4,91.9
NA,6,"Folie9.jpg","Eye",4,1052.1,1064.7,8.4
"Grid",8,"Folie22.jpg","Eye",11,3383,3575.8,150.4
"Grid",14,"Folie20.jpg","Eye",20,6409.2,6544.3,116.9
"Grid",6,"Folie9.jpg","Eye",9,2992.7,3132,142
NA,24,"Folie21.jpg","Eye",17,6179.5,6172,16.7
"Grid",12,"Folie4.jpg","Eye",19,6282.3,6545.6,267.5
NA,18,"Folie11.jpg","Eye",17,3883.7,3909.5,33.4
NA,18,"Folie11.jpg","Eye",12,3499.5,3527.2,16.7
"Grid",5,"Folie12.jpg","Eye",1,52.9,257.5,183.7
NA,25,"Folie28.jpg","Eye",22,8438.4,8445.4,17.3
NA,9,"Folie16.jpg","Eye",20,5639.1,5641.7,16.7
NA,8,"Folie22.jpg","Eye",26,8562.4,8575.3,8.4
NA,17,"Folie1.jpg","Eye",12,4524.4,4535.4,16.7
NA,3,"Folie25.jpg","Eye",1,3994.8,4716.3,944.4
NA,27,"Folie18.jpg","Eye",22,7601.3,7653.3,8.4
NA,21,"Folie10.jpg","Eye",13,4765.8,4793,16.7
NA,13,"Folie7.jpg","Eye",8,2870.2,2884.4,8.4
NA,4,"Folie24.jpg","Eye",7,2736.4,2757.4,25
NA,9,"Folie16.jpg","Eye",5,2744.1,2774.5,50.1
NA,4,"Folie24.jpg","Eye",2,461.2,474.6,25.1
NA,13,"Folie7.jpg","Eye",20,6276.6,6276,8.5
"Grid",23,"Folie14.jpg","Eye",14,3830.2,3947.7,116.8
NA,9,"Folie16.jpg","Information",1,0,NA,NA
NA,15,"Folie8.jpg","Eye",2,1366.5,1371.7,116.9
NA,2,"Folie3.jpg","Eye",8,2664,2728.7,8.3
NA,15,"Folie8.jpg","Eye",22,7866.1,7863.2,8.3
NA,28,"Folie6.jpg","Eye",10,3276.9,3308.8,33.4
"Grid",26,"Folie5.jpg","Eye",11,3269.6,3450.6,183.6
NA,10,"Folie23.jpg","Eye",18,5331.6,5328.2,8.4
NA,18,"Folie11.jpg","Eye",18,6616.5,6626.6,8.4
"Fixation",27,"Folie18.jpg","Eye",2,959.5,1390.7,300.6
NA,5,"Folie12.jpg","Eye",12,3355.6,3375,50.1
"Fixation",4,"Folie24.jpg","Eye",4,1916,2251,342.5
"Grid",19,"Folie2.jpg","Eye",20,7929.1,8262.6,308.8
"Grid",11,"Folie30.jpg","Eye",16,7408.2,7493.3,133.6
"Grid",18,"Folie11.jpg","Eye",12,4041.3,4175.3,116.9
NA,12,"Folie4.jpg","Eye",3,4833.1,4876.7,108.6
NA,7,"Folie26.jpg","Eye",3,1080.6,1097.3,8.4
NA,25,"Folie28.jpg","Eye",2,275.9,396.6,83.5
NA,8,"Folie22.jpg","Eye",7,2582.4,2617.7,16.7
"Grid",12,"Folie4.jpg","Eye",24,7812.8,7979.9,183.8
NA,26,"Folie5.jpg","Eye",13,4029.6,4112.9,41.8
"Target Word",16,"Folie27.jpg","Eye",22,7019.7,7205.8,359.1
"Grid",21,"Folie10.jpg","Eye",25,8385.1,8671.5,233.7
NA,2,"Folie3.jpg","Eye",8,3851,3870.8,16.7
"Grid",11,"Folie30.jpg","Eye",16,3922.5,4131.2,142
NA,11,"Folie30.jpg","Eye",18,7482.5,7515.4,16.7
NA,9,"Folie16.jpg","Eye",17,6535.7,6564.9,16.7
"Target Word",2,"Folie3.jpg","Eye",22,7467.3,7794.1,100.2
"Grid",12,"Folie4.jpg","Eye",15,6259.9,6370.4,117.9
"Grid",28,"Folie6.jpg","Information",12,3591.2,3661.4,83.6
"Grid",13,"Folie7.jpg","Eye",15,4068.8,4175.3,116.9
NA,21,"Folie10.jpg","Eye",1,504.2,613.6,100.2
"White Space",20,"Folie29.jpg","Eye",21,5472.9,5605.3,108.6
NA,26,"Folie5.jpg","Eye",18,8066.7,8075.4,25.1
"Grid",6,"Folie9.jpg","Eye",15,3875.8,4047.8,150.3
NA,13,"Folie7.jpg","Eye",13,7826,7843.6,33.4
NA,22,"Folie13.jpg","Eye",22,8976.4,8983.1,8.3
NA,7,"Folie26.jpg","Eye",12,3602.4,3613.6,8.4
"Grid",30,"Folie17.jpg","Eye",13,3701.7,3826,133.6
NA,30,"Folie17.jpg","Eye",15,7533.6,7545.2,8.3
NA,17,"Folie1.jpg","Eye",9,5656.3,5746.3,50.1
NA,23,"Folie14.jpg","Eye",5,2459.7,2496,8.3
NA,18,"Folie11.jpg","Eye",1,333.6,364.6,66.8
NA,28,"Folie6.jpg","Eye",8,3662.8,3684.7,25.1
"Grid",1,"Folie19.jpg","Eye",11,3091.5,3262.3,183.7
NA,24,"Folie21.jpg","Eye",23,6929.2,6944.4,50.1
"Target Word",29,"Folie15.jpg","Eye",23,7326.4,7568.2,141.8
"Grid",27,"Folie18.jpg","Eye",15,5462.3,6041.7,526.1
"Fixation",28,"Folie6.jpg","Eye",17,7007.3,7466.1,515.8
NA,21,"Folie10.jpg","Eye",27,8512.3,8600.5,41.8
"Target Word",2,"Folie3.jpg","Eye",5,2350.2,2645.2,250.4
"Grid",8,"Folie22.jpg","Eye",24,5379.6,5653.9,275.5
NA,21,"Folie10.jpg","Eye",15,5383.7,5405.3,16.7
NA,8,"Folie22.jpg","Eye",22,6707.3,6732.3,25
"Grid",20,"Folie29.jpg","Eye",1,15.7,173.8,158.7
NA,12,"Folie4.jpg","Eye",21,8148.5,8200.2,8.3
"Grid",26,"Folie5.jpg","Eye",10,4106.4,4502.6,334.1
"Grid",1,"Folie19.jpg","Eye",4,2287.4,2464.7,175.4
"Grid",9,"Folie16.jpg","Eye",16,4725.8,4772.5,108.6
"Grid",20,"Folie29.jpg","Information",30,8048.6,9091.6,1135.8
"Grid",7,"Folie26.jpg","Eye",15,4220,4615,400.7
"Grid",15,"Folie8.jpg","Eye",35,8905.4,9085.2,158.7
"Target Word",2,"Folie3.jpg","Eye",6,2409.2,2715.4,333.9
"Grid",19,"Folie2.jpg","Eye",12,4852.9,5119.8,217.1
"Fixation",23,"Folie14.jpg","Information",1,0,NA,NA
"Grid",14,"Folie20.jpg","Eye",9,3262.5,3446.8,175.3
"Fixation",30,"Folie17.jpg","Eye",16,6435,6607.2,83.5
NA,25,"Folie28.jpg","Eye",17,4935.7,4960.8,25
NA,10,"Folie23.jpg","Eye",13,4170.2,4182.1,16.7
"Grid",15,"Folie8.jpg","Eye",13,3809.6,4060,250.4
NA,16,"Folie27.jpg","Eye",3,4847.4,4900.7,83.5
"Fixation",20,"Folie29.jpg","Eye",3,355.7,1111.2,776.8
"Grid",6,"Folie9.jpg","Eye",26,7978.7,8398.3,392.5
"Grid",28,"Folie6.jpg","Eye",24,6039.3,6255.7,200.3
"Grid",7,"Folie26.jpg","Eye",24,7792.9,7978.1,183.8
"Grid",6,"Folie9.jpg","Eye",29,8403.5,8625.1,208.7
"White Space",18,"Folie11.jpg","Eye",26,7745,7731.2,66.8
"Grid",20,"Folie29.jpg","Eye",24,8288.4,8823.8,442.6
"Grid",28,"Folie6.jpg","Information",7,2960.3,3119,225.5
NA,28,"Folie6.jpg","Eye",25,8849.1,8863.3,16.7
"Grid",15,"Folie8.jpg","Eye",18,5874.5,6045.1,200.4
"Grid",26,"Folie5.jpg","Eye",3,851.4,923.6,234.2
NA,12,"Folie4.jpg","Eye",2,5174.4,5360.2,392.7
NA,12,"Folie4.jpg","Eye",23,6231.6,6220.7,8.4
NA,2,"Folie3.jpg","Eye",25,7575.8,7573.2,8.4
"Grid",4,"Folie24.jpg","Eye",15,4459.8,4651,275.6
NA,28,"Folie6.jpg","Eye",6,2760.7,2800.9,33.4
"Grid",15,"Folie8.jpg","Eye",9,3592,3922.6,367.3
"Grid",21,"Folie10.jpg","Eye",28,8912.3,9083.5,167
"Grid",5,"Folie12.jpg","Eye",19,5599.5,5709.7,108.5
NA,10,"Folie23.jpg","Eye",29,7719.9,7730.1,8.3
NA,6,"Folie9.jpg","Eye",6,1994.9,2011.6,58.5
NA,12,"Folie4.jpg","Eye",1,295.1,343.4,58.5
NA,20,"Folie29.jpg","Eye",2,504.9,533.8,16.7
"Grid",16,"Folie27.jpg","Eye",28,8664,9079,434
NA,4,"Folie24.jpg","Eye",12,3790.7,3814,8.3
"Grid",16,"Folie27.jpg","Eye",20,4627.6,4684.3,116.9
NA,17,"Folie1.jpg","Eye",7,2258.5,2284.4,33.8
"Target Word",16,"Folie27.jpg","Eye",9,3685.6,3845.3,133.7
"Grid",16,"Folie27.jpg","Eye",13,3838.2,3957.1,141.9
"Grid",7,"Folie26.jpg","Eye",7,2699.7,2963.2,267.2
NA,26,"Folie5.jpg","Eye",5,2053.9,2159.7,66.8
NA,27,"Folie18.jpg","Eye",22,6394.4,6429,8.4
"Grid",13,"Folie7.jpg","Eye",9,4080.2,4202.3,158.6
NA,18,"Folie11.jpg","Eye",25,7851.6,7891.2,8.3
"Fixation",24,"Folie21.jpg","Eye",3,390.9,1654,1235.9
NA,7,"Folie26.jpg","Eye",15,6506.7,6516,33.4
NA,10,"Folie23.jpg","Eye",21,5079.3,5329.9,8.4
"Grid",2,"Folie3.jpg","Eye",15,4930.3,5211.4,133.7
NA,21,"Folie10.jpg","Eye",13,3990.3,3998,83.5
NA,4,"Folie24.jpg","Eye",1,1.1,619.2,1104
NA,11,"Folie30.jpg","Eye",24,7539.8,7571.3,41.8
"Grid",21,"Folie10.jpg","Eye",18,5244.3,5327.3,66.8
NA,7,"Folie26.jpg","Eye",13,4307,4318.4,25.1
NA,7,"Folie26.jpg","Eye",14,3096.4,3108.1,8.4
NA,14,"Folie20.jpg","Eye",6,2960.4,3021.1,33.4
NA,21,"Folie10.jpg","Information",1,0,NA,NA
"Target Word",28,"Folie6.jpg","Eye",14,6634.2,8042.7,785.1
NA,8,"Folie22.jpg","Eye",4,2264.9,2311.6,25.1
NA,2,"Folie3.jpg","Eye",6,2329.4,2379.5,8.4
"Grid",26,"Folie5.jpg","Eye",29,8502.4,8700.4,217.1
NA,4,"Folie24.jpg","Eye",6,2338,2346.5,16.7
NA,4,"Folie24.jpg","Eye",15,4012.7,4008.9,16.7
"Grid",29,"Folie15.jpg","Eye",18,5864.7,6100.2,208.8
"Target Word",5,"Folie12.jpg","Eye",27,7185.6,7498.6,478.4
NA,7,"Folie26.jpg","Eye",3,6814.4,6958.4,102.6
"Fixation",17,"Folie1.jpg","Eye",2,339.7,547.2,217.2
"Grid",20,"Folie29.jpg","Eye",8,3285.4,3488.6,192
"Grid",24,"Folie21.jpg","Eye",11,3343,3551.7,208.7
NA,15,"Folie8.jpg","Eye",1,1551,1679.3,91.8
"Fixation",21,"Folie10.jpg","Eye",6,1979.1,2241.1,275.6
"Grid",18,"Folie11.jpg","Eye",25,6747.6,7384.7,651.2
NA,16,"Folie27.jpg","Eye",1,4041.4,5102.4,1152.1
"Grid",6,"Folie9.jpg","Eye",22,6354,6516.7,159.7
"Grid",1,"Folie19.jpg","Eye",12,4216.8,4367.3,150.3
NA,26,"Folie5.jpg","Eye",5,2829.8,2848.9,33.4
NA,21,"Folie10.jpg","Information",1,0,NA,NA
"Target Word",13,"Folie7.jpg","Eye",5,2287.5,2404.4,116.9
"Grid",14,"Folie20.jpg","Eye",11,4393.7,4632.9,317.4
NA,18,"Folie11.jpg","Eye",22,5077.2,5062,8.4
NA,18,"Folie11.jpg","Eye",19,4226,4240.3,83.5
NA,30,"Folie17.jpg","Eye",18,8172.9,8175.4,8.4
"Grid",4,"Folie24.jpg","Eye",2,253.8,430.1,225.6
"Grid",14,"Folie20.jpg","Eye",11,3916.8,4121.7,225.4
NA,20,"Folie29.jpg","Eye",6,2712.4,2733.5,25
NA,27,"Folie18.jpg","Eye",9,3220.5,3239,25.1
"Grid",14,"Folie20.jpg","Eye",10,3512.4,3804.2,317.2
NA,4,"Folie24.jpg","Eye",5,2854.8,2881.7,25.1
NA,16,"Folie27.jpg","Eye",7,2668.9,2734.3,33.4
"Target Word",14,"Folie20.jpg","Eye",23,7504.7,8707.2,1068.9
"Grid",27,"Folie18.jpg","Eye",27,7585.7,7686.7,100.2
"Grid",22,"Folie13.jpg","Eye",3,1549.5,1892,217
"Grid",16,"Folie27.jpg","Eye",28,6762.8,6974.6,233.8
"Grid",1,"Folie19.jpg","Eye",9,4183.9,4370.8,183.7
NA,2,"Folie3.jpg","Eye",3,7481.9,7601.3,92.3
NA,2,"Folie3.jpg","Eye",18,6235.4,6375.8,16.7
"Grid",23,"Folie14.jpg","Eye",3,2325.2,2465.5,142
NA,15,"Folie8.jpg","Eye",8,3070.2,3095.4,16.7
NA,9,"Folie16.jpg","Eye",19,7582.4,7587.4,8.4
NA,20,"Folie29.jpg","Eye",13,5301.2,5320.2,8.3
NA,16,"Folie27.jpg","Eye",13,6212.2,6221.5,8.4
NA,6,"Folie9.jpg","Eye",20,4884.1,4894.7,8.4
"Grid",29,"Folie15.jpg","Eye",6,2266,2376.4,108.5
NA,23,"Folie14.jpg","Eye",10,3622.6,3633.4,16.7
NA,16,"Folie27.jpg","Eye",23,5387.7,5463.3,125.4
"Grid",26,"Folie5.jpg","Eye",25,8129.2,8293.8,166.9
"Fixation",27,"Folie18.jpg","Eye",4,1141.9,1321.9,242.2
NA,27,"Folie18.jpg","Eye",9,3678.9,3711.8,83.5
"Fixation",20,"Folie29.jpg","Eye",2,248.7,510,258.9
NA,27,"Folie18.jpg","Eye",5,1225.9,1187.6,8.4
"Grid",15,"Folie8.jpg","Eye",1,8.2,483.2,400.6
"Grid",3,"Folie25.jpg","Eye",9,3363.5,3455.7,133.6
"Fixation",14,"Folie20.jpg","Eye",13,4493.5,4681.7,312.1
"Grid",26,"Folie5.jpg","Eye",6,2776.4,2992.9,217.2
NA,18,"Folie11.jpg","Eye",12,16381.1,17329.5,8.4
"Fixation",21,"Folie10.jpg","Eye",3,597.6,880,317.1
NA,6,"Folie9.jpg","Eye",30,8770.6,8771.9,8.4
NA,20,"Folie29.jpg","Eye",6,2685.8,2694.9,8.4
"Grid",27,"Folie18.jpg","Eye",17,4852.5,4890.9,108.5
NA,8,"Folie22.jpg","Eye",1,267.5,322.7,50.1
"White Space",26,"Folie5.jpg","Eye",20,6393.1,6649.1,192.1
"Grid",25,"Folie28.jpg","Eye",5,2278.4,2428,150.3
"Grid",4,"Folie24.jpg","Eye",11,3391.5,3623,208.8
"Grid",18,"Folie11.jpg","Eye",49,36602.7,36034.9,492.6
NA,2,"Folie3.jpg","Eye",12,3468.3,3479.5,33.4
"Grid",1,"Folie19.jpg","Eye",14,3524.1,3889,267.2
NA,22,"Folie13.jpg","Eye",2,2242.8,2246.5,8.4
"Grid",5,"Folie12.jpg","Eye",11,3427.9,3597.9,175.4
"Grid",8,"Folie22.jpg","Eye",12,5148.9,5282.5,175.4
"Grid",27,"Folie18.jpg","Eye",15,4153,4249.2,117
"Target Word",28,"Folie6.jpg","Eye",6,2286.9,2540.3,267.1
"Grid",13,"Folie7.jpg","Eye",10,3430.1,3543.3,100.2
NA,5,"Folie12.jpg","Eye",1,3149.8,3555.7,91.9
NA,16,"Folie27.jpg","Eye",14,3831.8,3847.2,33.4
NA,19,"Folie2.jpg","Eye",25,8189.3,8195.2,8.4
NA,16,"Folie27.jpg","Eye",14,4696.6,4729.8,8.3
NA,15,"Folie8.jpg","Eye",7,7072.8,7112.5,75.1
NA,5,"Folie12.jpg","Eye",18,4749.3,4755.8,25
"Grid",20,"Folie29.jpg","Eye",22,7771.4,8005.3,233.8
"White Space",20,"Folie29.jpg","Eye",4,2365.3,2497.4,158.7
"Grid",2,"Folie3.jpg","Eye",13,3954.4,4171.4,217.1
NA,4,"Folie24.jpg","Eye",26,7465.5,7484.2,8.4
"Grid",24,"Folie21.jpg","Eye",4,2236.4,2367.5,150.3
NA,23,"Folie14.jpg","Eye",1,247.5,284.4,33.4
"Fixation",25,"Folie28.jpg","Eye",3,469.6,744.9,333.9
NA,24,"Folie21.jpg","Eye",9,3823.4,3870.1,16.7
NA,20,"Folie29.jpg","Eye",12,3621.6,3636.1,25
"Grid",18,"Folie11.jpg","Eye",26,6615.9,6782.5,125.2
"Grid",12,"Folie4.jpg","Eye",19,6468.5,6635.6,158.7
"Grid",9,"Folie16.jpg","Eye",24,6382.4,6444.7,66.8
NA,13,"Folie7.jpg","Eye",1,409.2,634.6,125.2
NA,9,"Folie16.jpg","Information",1,0,NA,NA
NA,3,"Folie25.jpg","Eye",11,6435.5,6450.7,8.4
"Grid",7,"Folie26.jpg","Eye",12,3576.7,3759.1,183.6
NA,3,"Folie25.jpg","Eye",8,5286.3,5303.8,16.7
NA,17,"Folie1.jpg","Eye",15,5710.3,5733.7,8.4
NA,8,"Folie22.jpg","Eye",20,6759.8,6767.4,8.3
NA,14,"Folie20.jpg","Eye",11,4074.9,4093.6,16.7
"Grid",20,"Folie29.jpg","Eye",20,6002.6,6246.3,233.7
"Grid",7,"Folie26.jpg","Eye",30,7226.7,7527.4,275.5
NA,5,"Folie12.jpg","Eye",31,8737.3,8766.7,50.1
"Grid",19,"Folie2.jpg","Eye",24,5948.7,6162.6,185.6
"Grid",26,"Folie5.jpg","Eye",10,3294.1,3538.1,225.7
"Target Word",17,"Folie1.jpg","Eye",10,2431.7,2614.4,192
"Target Word",16,"Folie27.jpg","Eye",12,3488.4,3714.3,116.9
NA,21,"Folie10.jpg","Eye",1,325.2,358.6,33.4
"Grid",23,"Folie14.jpg","Eye",9,2706.5,2850.2,200.4
NA,6,"Folie9.jpg","Eye",25,9030.3,9080.3,50.1
NA,14,"Folie20.jpg","Eye",25,6439.4,6486.2,8.4
NA,13,"Folie7.jpg","Eye",4,1960.5,1935.3,8.4
"Fixation",17,"Folie1.jpg","Eye",2,259.8,468.9,217.1
NA,6,"Folie9.jpg","Eye",21,5626.4,5637.6,8.3
"Grid",30,"Folie17.jpg","Eye",23,7165.8,7358,200.4
"Grid",12,"Folie4.jpg","Eye",1,3.9,345.3,333.9
"Grid",23,"Folie14.jpg","Eye",17,6586.4,6701.7,91.8
NA,19,"Folie2.jpg","Eye",3,440.8,444.9,8.5
"Fixation",5,"Folie12.jpg","Eye",2,282,559.5,258.9
NA,21,"Folie10.jpg","Eye",5,2806.4,2821.8,33.4
"Grid",15,"Folie8.jpg","Eye",18,5513.2,5880.5,317.1
"Grid",25,"Folie28.jpg","Eye",16,4404.3,4609.3,192.1
"Grid",17,"Folie1.jpg","Eye",15,5980,6541.4,484.5
NA,23,"Folie14.jpg","Eye",16,9074.2,9098.1,8.3
NA,28,"Folie6.jpg","Eye",27,8557.1,8540.8,16.7
NA,25,"Folie28.jpg","Eye",28,8283.5,8309,8.4
NA,6,"Folie9.jpg","Eye",14,3750.3,3760.1,8.4
NA,28,"Folie6.jpg","Eye",21,7133.5,7162.5,8.4
NA,25,"Folie28.jpg","Eye",9,3765.5,3776.3,33.4
NA,28,"Folie6.jpg","Eye",10,3608.1,3604.1,16.7
NA,14,"Folie20.jpg","Eye",5,2430.1,2462.9,50.1
"Fixation",27,"Folie18.jpg","Eye",20,8420.3,9093.5,1018.9
"Grid",10,"Folie23.jpg","Eye",22,6374.6,6558.1,233.9
NA,30,"Folie17.jpg","Eye",3,899.1,1016.6,16.7
"Fixation",11,"Folie30.jpg","Eye",2,697.8,1023.5,250.5
"Grid",21,"Folie10.jpg","Eye",1,0.5,217.2,217.2
"Target Word",13,"Folie7.jpg","Eye",7,2734.3,3029.5,167
"Grid",26,"Folie5.jpg","Eye",24,7186.6,7777,592.7
"Grid",15,"Folie8.jpg","Eye",15,4644.1,4841.3,125.3
"Grid",9,"Folie16.jpg","Eye",2,239,430.1,242.1
"Grid",29,"Folie15.jpg","Eye",28,8700.3,8989.3,275.8
NA,5,"Folie12.jpg","Eye",6,2626.4,2658.7,8.3
NA,3,"Folie25.jpg","Eye",29,8574.7,8597.5,8.4
"Grid",17,"Folie1.jpg","Eye",21,7103.7,7794,598.5
"Grid",2,"Folie3.jpg","Eye",20,8236.6,8705,509.4
NA,28,"Folie6.jpg","Eye",2,3493.1,4827.7,1285.7
NA,14,"Folie20.jpg","Eye",12,3708.7,3744.1,25
"Grid",29,"Folie15.jpg","Eye",25,7783.6,7927,150.3
NA,15,"Folie8.jpg","Eye",2,710,902.8,183.6
NA,15,"Folie8.jpg","Eye",20,7243.6,7252,16.7
"White Space",4,"Folie24.jpg","Eye",22,7064.9,7148.5,91.9
"Grid",18,"Folie11.jpg","Eye",7,2733.2,2883.4,150.2
"Grid",10,"Folie23.jpg","Eye",13,4029.4,4397.3,434.2
NA,10,"Folie23.jpg","Eye",6,1943.6,1993.8,8.3
NA,14,"Folie20.jpg","Eye",20,7421.8,7437.2,17
NA,6,"Folie9.jpg","Eye",20,7203,7209.5,16.8
"Grid",2,"Folie3.jpg","Eye",12,4228,4438.7,200.2
NA,29,"Folie15.jpg","Eye",4,6537.3,6588.6,133.6
NA,28,"Folie6.jpg","Eye",2,597.5,604.3,8.4
"Grid",15,"Folie8.jpg","Eye",12,4499.9,4721.3,183.7
"Grid",12,"Folie4.jpg","Eye",22,7623.6,7815.6,217
NA,5,"Folie12.jpg","Eye",18,5345.9,5379,33.4
NA,22,"Folie13.jpg","Eye",8,4235,4273.3,33.4
"Grid",25,"Folie28.jpg","Eye",29,8534.4,8657.3,66.8
NA,17,"Folie1.jpg","Eye",18,5039.4,5109.4,33.4
NA,6,"Folie9.jpg","Eye",2,1791.1,1878.7,150.3
NA,5,"Folie12.jpg","Eye",1,701.5,709.8,25.1
NA,14,"Folie20.jpg","Eye",4,1135.8,1191.9,8.3
"White Space",21,"Folie10.jpg","Eye",5,2308.4,2461.1,183.7
"Target Word",28,"Folie6.jpg","Eye",5,2489.7,2675.7,192.1
"Grid",23,"Folie14.jpg","Eye",23,7937.7,8656.5,801.4
NA,11,"Folie30.jpg","Eye",2,438.1,606.5,233.6
NA,20,"Folie29.jpg","Eye",4,6182.5,6168.5,119.2
"Grid",10,"Folie23.jpg","Eye",21,6784.2,7529.6,901.9
"Grid",10,"Folie23.jpg","Eye",23,6277.1,6483.2,175.4
"Grid",15,"Folie8.jpg","Eye",15,3991.5,4208.8,217.2
"Grid",30,"Folie17.jpg","Information",21,5379.7,5591.8,192
"Grid",29,"Folie15.jpg","Eye",16,4467.2,4843.3,325.5
NA,18,"Folie11.jpg","Eye",46,25508.2,25366.3,8.4
"Grid",15,"Folie8.jpg","Eye",19,5052.2,5160.7,141.9
NA,16,"Folie27.jpg","Eye",5,2927.9,2922.2,100.2
NA,21,"Folie10.jpg","Eye",19,7261.4,7297.5,150.3
NA,9,"Folie16.jpg","Eye",24,9052,9081.7,25
NA,27,"Folie18.jpg","Eye",22,6318.1,6337.5,8.3
NA,23,"Folie14.jpg","Eye",12,5455.4,5488.2,8.4
"Grid",29,"Folie15.jpg","Eye",6,2541.6,2671.4,125.2
"Grid",5,"Folie12.jpg","Eye",13,4043.8,4364.7,342.3
NA,10,"Folie23.jpg","Eye",14,4932.9,4941.2,16.7
NA,8,"Folie22.jpg","Eye",2,5033,6315.6,1252.5
"Fixation",9,"Folie16.jpg","Eye",22,6725.7,6883.7,175.3
"Target Word",29,"Folie15.jpg","Eye",12,5827.3,6472.9,626.4
"Grid",28,"Folie6.jpg","Eye",17,4489.4,4563.9,66.8
NA,5,"Folie12.jpg","Eye",9,3088.7,3111.5,16.7
NA,18,"Folie11.jpg","Eye",33,8684.7,8682.4,8.4
"Target Word",9,"Folie16.jpg","Eye",10,2416,2608.1,192
NA,6,"Folie9.jpg","Eye",10,3275.5,3295,8.3
NA,3,"Folie25.jpg","Eye",16,8297.6,8296.1,33.4
NA,26,"Folie5.jpg","Eye",6,6147.7,6133.6,50.1
"Grid",26,"Folie5.jpg","Eye",8,2926.8,3218.5,283.9
"Grid",1,"Folie19.jpg","Eye",1,0.5,275.6,267.3
NA,10,"Folie23.jpg","Eye",19,6600.6,6593.3,8.4
NA,7,"Folie26.jpg","Eye",7,1810.1,1860.5,8.4
"Grid",13,"Folie7.jpg","Eye",15,7679.7,8030.1,342.5
NA,5,"Folie12.jpg","Eye",3,2207.6,2326.4,142
"White Space",8,"Folie22.jpg","Eye",9,2297.5,2395.7,91.9
"Grid",8,"Folie22.jpg","Eye",34,7831.7,8039.4,242.2
NA,18,"Folie11.jpg","Eye",20,6576.6,6604.7,16.7
"Grid",22,"Folie13.jpg","Eye",16,7476.5,8938.8,1736.4
NA,1,"Folie19.jpg","Eye",1,2.5,2652.7,1104
"Fixation",26,"Folie5.jpg","Eye",4,753.2,1490.8,885.4
"Grid",28,"Folie6.jpg","Eye",26,8554.8,8782.6,217.1
NA,29,"Folie15.jpg","Eye",23,8837.8,8890,83.5
"Grid",24,"Folie21.jpg","Eye",28,7067.9,7225.7,108.6
"Grid",17,"Folie1.jpg","Eye",6,2790.7,3241.4,451
"Fixation",30,"Folie17.jpg","Eye",19,8474,8817.5,125.3
"Grid",29,"Folie15.jpg","Eye",15,4960.9,5129.4,183.6
"Target Word",18,"Folie11.jpg","Eye",22,9003.5,9083,91.8
"Target Word",13,"Folie7.jpg","Eye",5,2274,2404.4,200.4
"Grid",12,"Folie4.jpg","Eye",1,25.4,295.1,283.7
"Fixation",24,"Folie21.jpg","Eye",3,442,2279.6,1786.1
NA,30,"Folie17.jpg","Eye",15,7243.3,7261.8,8.4
NA,6,"Folie9.jpg","Eye",28,8114.5,8115.7,8.4
"Target Word",18,"Folie11.jpg","Eye",7,2853.9,3196.3,300.5
NA,20,"Folie29.jpg","Eye",17,5445.4,5456.1,16.7
"Grid",17,"Folie1.jpg","Eye",24,6934.3,7131.2,190.9
NA,6,"Folie9.jpg","Eye",2,1844.6,1959.4,150.3
NA,16,"Folie27.jpg","Eye",25,9006.3,9081.4,66.8
"Grid",2,"Folie3.jpg","Eye",5,2399.7,2511.3,116.9
NA,17,"Folie1.jpg","Eye",24,8097.5,8102.6,16.7
"Grid",2,"Folie3.jpg","Eye",25,7424.6,7567,83.5
NA,27,"Folie18.jpg","Information",1,0,NA,NA
NA,3,"Folie25.jpg","Eye",12,6453.7,6482.1,33.4
"Grid",15,"Folie8.jpg","Eye",21,7565.6,7734.4,167
"Grid",2,"Folie3.jpg","Information",18,6872.7,7035.2,225.4
NA,13,"Folie7.jpg","Eye",16,4638.7,4672.4,16.7
NA,7,"Folie26.jpg","Information",1,0,NA,NA
"Grid",8,"Folie22.jpg","Eye",15,4276.4,4479,208.7
NA,28,"Folie6.jpg","Eye",1,4547.7,4914.9,116.9
"Grid",30,"Folie17.jpg","Eye",12,4059.2,4250.7,208.8
"Grid",2,"Folie3.jpg","Eye",17,6655.6,6986.1,359
NA,29,"Folie15.jpg","Eye",15,5451.4,5470.3,16.7
NA,30,"Folie17.jpg","Eye",9,2698,2731.6,16.7
"Target Word",7,"Folie26.jpg","Information",1,0,200.4,192.1
"Grid",5,"Folie12.jpg","Eye",13,3030.8,3252.3,242.2
NA,19,"Folie2.jpg","Eye",20,7794.1,7816.6,41.8
NA,10,"Folie23.jpg","Eye",5,2479.3,2491.1,33.4
"Target Word",19,"Folie2.jpg","Eye",20,6662.8,6695.9,192
NA,26,"Folie5.jpg","Eye",32,8533.9,8554.3,8.7
NA,21,"Folie10.jpg","Information",1,0,NA,NA
"Grid",7,"Folie26.jpg","Eye",13,4214.5,4481.6,225.4
"Grid",24,"Folie21.jpg","Eye",29,8563,8731.3,175.4
