Trial	Trial Start Raw Time [ms]	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Tracking Ratio [%]	Category Group	Category	Eye L/R	Index	Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Start Raw Time [ms]	Event End Raw Time [ms]	Event Duration [ms]	Fixation Position X [px]	Fixation Position Y [px]	Fixation Average Pupil Size X [px]	Fixation Average Pupil Size Y [px]	Fixation Average Pupil Diameter [mm]	Fixation Dispersion X [px]	Fixation Dispersion Y [px]	Saccade Start Position X [px]	Saccade Start Position Y [px]	Saccade End Position X [px]	Saccade End Position Y [px]	Saccade Amplitude [°]	Saccade Acceleration Average [°/s²]	Saccade Acceleration Peak [°/s²]	Saccade Deceleration Peak [°/s²]	Saccade Velocity Average [°/s]	Saccade Velocity Peak [°/s]	Saccade Peak Velocity at [%]	AOI Name	Port Status	Annotation Name	Annotation Description	Annotation Tags	Mouse Position X [px]	Mouse Position Y [px]	Scroll Direction X	Scroll Direction Y	Content
Trial014	11023516.3	Folie20.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.5	Eye	Saccade	Right	22	7830.2	7846.9	11031346.5	11031363.2	16.7	-	-	-	-	-	-	-	538.8	631.3	740.8	629.0	1.4	5667.8	7914.8	-7402.4	84.5	269.6	100.0	-	-	-	-	-	-	-	-	-	-
Trial014	11023516.3	Folie20.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.5	Eye	Fixation	Right	25	7846.9	7997.3	11031363.2	11031513.6	150.4	721.3	627.8	13.3	13.3	3.2	44.5	4.1	-	-	-	-	-	-	-	-	-	-	-	Cell 5	-	-	-	-	-	-	-	-	-
Trial014	11023516.3	Folie20.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.5	Eye	Saccade	Right	23	7997.3	8030.7	11031513.6	11031547.0	33.4	-	-	-	-	-	-	-	723.1	626.0	723.3	625.8	16.9	37749.2	37800.2	-37776.7	506.8	1262.5	100.0	-	-	-	-	-	-	-	-	-	-
Trial014	11023516.3	Folie20.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.5	Eye	Fixation	Right	26	8030.7	8214.6	11031547.0	11031730.9	183.9	727.4	622.8	13.5	13.5	3.3	30.7	20.6	-	-	-	-	-	-	-	-	-	-	-	Cell 5	-	-	-	-	-	-	-	-	-
Trial014	11023516.3	Folie20.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.5	Eye	Blink	Right	3	8231.3	8365.0	11031747.6	11031881.3	133.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial014	11023516.3	Folie20.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.5	Eye	Fixation	Right	27	8365.0	9083.1	11031881.3	11032599.4	718.2	996.0	203.9	13.9	13.9	3.4	14.4	43.9	-	-	-	-	-	-	-	-	-	-	-	Target Word	-	-	-	-	-	-	-	-	-
Trial015	11032609.4	Folie8.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.8	Information	Separator	-	1	0.0	-	11032609.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	folie8.jpg
Trial015	11032609.4	Folie8.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.8	Eye	Fixation	Right	1	6.7	357.3	11032616.1	11032966.6	350.5	987.7	189.0	14.3	14.3	3.6	38.2	20.3	-	-	-	-	-	-	-	-	-	-	-	Target Word	-	-	-	-	-	-	-	-	-
Trial015	11032609.4	Folie8.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.8	Eye	Saccade	Right	1	357.3	424.0	11032966.6	11033033.4	66.8	-	-	-	-	-	-	-	958.5	202.5	166.6	483.3	11.7	8037.2	13648.5	-10646.3	175.6	456.6	25.0	-	-	-	-	-	-	-	-	-	-
Trial015	11032609.4	Folie8.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.8	Eye	Fixation	Right	2	424.0	624.3	11033033.4	11033233.7	200.3	123.3	492.6	14.0	14.0	3.5	76.6	15.7	-	-	-	-	-	-	-	-	-	-	-	Fixation	-	-	-	-	-	-	-	-	-
Trial015	11032609.4	Folie8.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.8	Eye	Saccade	Right	2	624.3	641.0	11033233.7	11033250.4	16.7	-	-	-	-	-	-	-	90.0	498.1	76.0	496.4	0.3	318.3	307.2	-330.0	16.7	25.1	0.0	-	-	-	-	-	-	-	-	-	-
Trial015	11032609.4	Folie8.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.8	Eye	Fixation	Right	3	641.0	2243.6	11033250.4	11034853.0	1602.6	65.8	502.3	13.7	13.7	3.5	45.0	20.2	-	-	-	-	-	-	-	-	-	-	-	Fixation	-	-	-	-	-	-	-	-	-
Trial015	11032609.4	Folie8.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.8	Eye	Saccade	Right	3	2243.6	2360.4	11034853.0	11034969.8	116.8	-	-	-	-	-	-	-	86.8	509.7	881.5	155.5	14.0	6915.5	12240.0	-12955.7	120.0	443.7	85.7	-	-	-	-	-	-	-	-	-	-
Trial015	11032609.4	Folie8.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.8	Eye	Fixation	Right	4	2360.4	2644.2	11034969.8	11035253.6	283.8	929.8	161.6	13.7	13.7	3.5	86.2	9.6	-	-	-	-	-	-	-	-	-	-	-	Target Word	-	-	-	-	-	-	-	-	-
Trial015	11032609.4	Folie8.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.8	Eye	Saccade	Right	4	2644.2	2677.6	11035253.6	11035286.9	33.4	-	-	-	-	-	-	-	967.8	161.8	704.6	342.9	3.0	6298.1	7689.5	-7291.8	89.4	259.0	100.0	-	-	-	-	-	-	-	-	-	-
Trial015	11032609.4	Folie8.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.8	Eye	Fixation	Right	5	2677.6	2927.9	11035286.9	11035537.3	250.4	705.6	365.8	13.7	13.7	3.4	48.6	43.2	-	-	-	-	-	-	-	-	-	-	-	Cell 4	-	-	-	-	-	-	-	-	-
Trial015	11032609.4	Folie8.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.8	Eye	Saccade	Right	5	2927.9	2961.3	11035537.3	11035570.7	33.4	-	-	-	-	-	-	-	738.2	386.1	920.2	215.6	2.6	4919.0	6794.7	-6702.5	78.4	239.6	50.0	-	-	-	-	-	-	-	-	-	-
Trial015	11032609.4	Folie8.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.8	Eye	Fixation	Right	6	2961.3	3261.8	11035570.7	11035871.2	300.5	942.0	188.0	13.7	13.7	3.4	51.8	44.2	-	-	-	-	-	-	-	-	-	-	-	Target Word	-	-	-	-	-	-	-	-	-
Trial015	11032609.4	Folie8.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.8	Eye	Saccade	Right	6	3261.8	3361.9	11035871.2	11035971.3	100.2	-	-	-	-	-	-	-	971.9	171.4	1098.4	380.7	4.3	2580.5	6533.8	-6354.1	42.5	219.9	83.3	-	-	-	-	-	-	-	-	-	-
Trial015	11032609.4	Folie8.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.8	Eye	Fixation	Right	7	3361.9	3645.7	11035971.3	11036255.1	283.8	1088.8	390.0	13.8	13.8	3.4	52.8	14.2	-	-	-	-	-	-	-	-	-	-	-	Cell 7	-	-	-	-	-	-	-	-	-
Trial015	11032609.4	Folie8.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.8	Eye	Saccade	Right	7	3645.7	3662.4	11036255.1	11036271.8	16.7	-	-	-	-	-	-	-	1060.9	391.7	1061.7	609.2	1.4	5740.8	8556.2	-7521.6	83.9	290.1	100.0	-	-	-	-	-	-	-	-	-	-
Trial015	11032609.4	Folie8.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.8	Eye	Fixation	Right	8	3662.4	3929.5	11036271.8	11036538.9	267.1	1068.5	611.7	13.7	13.7	3.4	11.2	48.0	-	-	-	-	-	-	-	-	-	-	-	Cell 8	-	-	-	-	-	-	-	-	-
Trial015	11032609.4	Folie8.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.8	Eye	Saccade	Right	8	3929.5	3946.2	11036538.9	11036555.6	16.7	-	-	-	-	-	-	-	1068.0	627.7	1152.3	631.8	0.6	2382.9	3229.1	-2967.7	38.6	112.7	100.0	-	-	-	-	-	-	-	-	-	-
Trial015	11032609.4	Folie8.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.8	Eye	Fixation	Right	9	3946.2	4163.3	11036555.6	11036772.7	217.1	1190.4	630.3	13.6	13.6	3.3	47.6	10.6	-	-	-	-	-	-	-	-	-	-	-	Cell 8	-	-	-	-	-	-	-	-	-
Trial015	11032609.4	Folie8.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.8	Eye	Blink	Right	1	4180.0	5014.9	11036789.4	11037624.2	834.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial015	11032609.4	Folie8.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.8	Eye	Fixation	Right	10	5014.9	5632.6	11037624.2	11038242.0	617.7	1217.1	618.2	14.1	14.1	3.5	33.8	21.3	-	-	-	-	-	-	-	-	-	-	-	Cell 8	-	-	-	-	-	-	-	-	-
Trial015	11032609.4	Folie8.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.8	Eye	Saccade	Right	9	5632.6	5649.3	11038242.0	11038258.7	16.7	-	-	-	-	-	-	-	1190.4	615.9	1042.9	623.1	1.0	4216.9	5897.3	-5724.0	61.0	197.1	100.0	-	-	-	-	-	-	-	-	-	-
Trial015	11032609.4	Folie8.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.8	Eye	Fixation	Right	11	5649.3	5883.0	11038258.7	11038492.4	233.7	1049.9	627.4	13.7	13.7	3.4	11.0	13.8	-	-	-	-	-	-	-	-	-	-	-	Cell 8	-	-	-	-	-	-	-	-	-
Trial015	11032609.4	Folie8.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.8	Eye	Blink	Right	2	5899.7	6216.9	11038509.1	11038826.3	317.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial015	11032609.4	Folie8.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.8	Eye	Fixation	Right	12	6216.9	6383.9	11038826.3	11038993.2	166.9	1205.8	485.0	13.9	13.9	3.4	10.2	77.3	-	-	-	-	-	-	-	-	-	-	-	Cell 7	-	-	-	-	-	-	-	-	-
Trial015	11032609.4	Folie8.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.8	Eye	Saccade	Right	10	6383.9	6417.2	11038993.2	11039026.6	33.4	-	-	-	-	-	-	-	1204.1	447.9	988.6	223.7	3.3	5576.2	9377.7	-8398.1	97.8	319.0	50.0	-	-	-	-	-	-	-	-	-	-
Trial015	11032609.4	Folie8.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.8	Eye	Fixation	Right	13	6417.2	6617.6	11039026.6	11039226.9	200.3	983.3	227.4	13.9	13.9	3.5	13.3	79.2	-	-	-	-	-	-	-	-	-	-	-	White Space	-	-	-	-	-	-	-	-	-
Trial015	11032609.4	Folie8.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.8	Eye	Saccade	Right	11	6617.6	6634.2	11039226.9	11039243.6	16.7	-	-	-	-	-	-	-	977.5	183.0	976.8	155.1	0.6	727.8	-13.3	-1215.2	34.9	77.8	100.0	-	-	-	-	-	-	-	-	-	-
Trial015	11032609.4	Folie8.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.8	Eye	Fixation	Right	14	6634.2	9088.2	11039243.6	11041697.6	2453.9	962.6	169.6	13.7	13.7	3.4	30.4	41.7	-	-	-	-	-	-	-	-	-	-	-	Target Word	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Information	Separator	-	1	0.0	-	11041708.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	folie27.jpg
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Fixation	Right	1	6.1	239.8	11041714.3	11041947.9	233.7	962.0	171.7	14.4	14.4	3.6	5.4	11.8	-	-	-	-	-	-	-	-	-	-	-	Target Word	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Saccade	Right	1	239.8	306.5	11041947.9	11042014.7	66.8	-	-	-	-	-	-	-	964.7	177.4	232.9	453.6	10.5	7067.4	11151.8	-9661.7	157.0	373.1	50.0	-	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Fixation	Right	2	306.5	456.8	11042014.7	11042165.0	150.3	214.0	450.9	14.3	14.3	3.6	22.8	4.8	-	-	-	-	-	-	-	-	-	-	-	Fixation	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Saccade	Right	2	456.8	473.5	11042165.0	11042181.7	16.7	-	-	-	-	-	-	-	212.3	450.1	130.9	465.4	0.7	2674.1	3275.4	-2957.0	43.3	110.5	100.0	-	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Fixation	Right	3	473.5	623.8	11042181.7	11042331.9	150.3	84.0	494.3	13.8	13.8	3.5	61.4	38.2	-	-	-	-	-	-	-	-	-	-	-	Fixation	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Saccade	Right	3	623.8	640.4	11042331.9	11042348.6	16.7	-	-	-	-	-	-	-	70.5	503.6	73.5	504.2	0.1	51.7	57.9	-67.0	3.7	4.7	0.0	-	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Fixation	Right	4	640.4	2209.6	11042348.6	11043917.8	1569.1	67.5	493.9	13.5	13.5	3.4	26.4	20.1	-	-	-	-	-	-	-	-	-	-	-	Fixation	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Saccade	Right	4	2209.6	2326.4	11043917.8	11044034.6	116.8	-	-	-	-	-	-	-	81.5	487.9	795.8	224.6	12.4	6572.3	10878.2	-10566.7	106.5	365.1	14.3	-	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Fixation	Right	5	2326.4	2426.5	11044034.6	11044134.7	100.1	820.5	210.7	13.5	13.5	3.4	35.8	19.1	-	-	-	-	-	-	-	-	-	-	-	White Space	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Saccade	Right	5	2426.5	2443.2	11044134.7	11044151.4	16.7	-	-	-	-	-	-	-	828.2	206.6	954.4	194.5	0.8	3146.8	4810.6	-4568.1	47.6	169.2	100.0	-	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Fixation	Right	6	2443.2	2727.0	11044151.4	11044435.1	283.8	960.3	177.0	13.2	13.2	3.3	8.9	29.6	-	-	-	-	-	-	-	-	-	-	-	Target Word	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Saccade	Right	6	2727.0	2743.7	11044435.1	11044451.8	16.7	-	-	-	-	-	-	-	957.1	183.2	818.3	368.5	1.4	6106.6	9207.1	-8719.8	83.7	308.9	100.0	-	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Fixation	Right	7	2743.7	2977.4	11044451.8	11044685.5	233.7	787.1	384.4	13.2	13.2	3.3	66.8	27.2	-	-	-	-	-	-	-	-	-	-	-	Cell 4	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Saccade	Right	7	2977.4	3044.1	11044685.5	11044752.3	66.8	-	-	-	-	-	-	-	751.4	395.6	943.8	194.4	4.2	2985.2	6561.4	-6291.6	62.9	233.0	75.0	-	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Fixation	Right	8	3044.1	3261.1	11044752.3	11044969.3	217.0	957.6	169.8	13.1	13.1	3.2	18.6	31.1	-	-	-	-	-	-	-	-	-	-	-	Target Word	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Saccade	Right	8	3261.1	3277.8	11044969.3	11044986.0	16.7	-	-	-	-	-	-	-	962.3	170.1	1086.3	348.0	1.4	5862.5	8587.2	-8114.9	82.9	289.3	100.0	-	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Fixation	Right	9	3277.8	3645.0	11044986.0	11045353.2	367.2	1100.5	387.9	13.0	13.0	3.2	20.9	59.5	-	-	-	-	-	-	-	-	-	-	-	Cell 7	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Saccade	Right	9	3645.0	3661.7	11045353.2	11045369.9	16.7	-	-	-	-	-	-	-	1090.5	407.5	1089.9	641.3	1.6	6253.3	9249.6	-8375.3	94.2	311.9	100.0	-	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Fixation	Right	10	3661.7	3845.3	11045369.9	11045553.5	183.6	1077.6	630.1	13.0	13.0	3.2	24.3	36.6	-	-	-	-	-	-	-	-	-	-	-	Cell 8	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Saccade	Right	10	3845.3	3878.7	11045553.5	11045586.9	33.4	-	-	-	-	-	-	-	1067.9	631.5	1345.5	443.0	3.3	6564.2	9481.3	-8916.9	99.4	321.9	50.0	-	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Fixation	Right	11	3878.7	4079.1	11045586.9	11045787.2	200.3	1356.4	410.1	12.9	12.9	3.2	23.2	48.5	-	-	-	-	-	-	-	-	-	-	-	Cell 10	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Saccade	Right	11	4079.1	4095.8	11045787.2	11045803.9	16.7	-	-	-	-	-	-	-	1368.5	394.5	1379.6	577.3	1.1	4462.2	7163.8	-6157.9	66.4	244.3	100.0	-	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Fixation	Right	12	4095.8	4346.2	11045803.9	11046054.4	250.5	1398.0	606.0	12.9	12.9	3.2	25.0	50.1	-	-	-	-	-	-	-	-	-	-	-	Cell 11	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Saccade	Right	12	4346.2	4362.9	11046054.4	11046071.1	16.7	-	-	-	-	-	-	-	1398.8	627.4	1400.4	856.0	1.5	5918.8	9001.2	-7941.8	92.3	305.1	100.0	-	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Fixation	Right	13	4362.9	4580.0	11046071.1	11046288.2	217.1	1414.7	855.4	13.1	13.1	3.3	25.9	38.4	-	-	-	-	-	-	-	-	-	-	-	Cell 12	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Saccade	Right	13	4580.0	4613.4	11046288.2	11046321.5	33.4	-	-	-	-	-	-	-	1417.8	861.5	1109.3	864.6	2.9	5943.0	8867.6	-8676.0	86.8	299.2	50.0	-	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Fixation	Right	14	4613.4	4763.6	11046321.5	11046471.8	150.2	1093.6	868.3	13.4	13.4	3.3	22.3	12.2	-	-	-	-	-	-	-	-	-	-	-	Cell 9	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Saccade	Right	14	4763.6	4797.0	11046471.8	11046505.2	33.4	-	-	-	-	-	-	-	1087.0	875.7	783.2	882.1	2.8	5821.0	7511.2	-7179.1	85.3	253.4	100.0	-	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Fixation	Right	15	4797.0	4980.6	11046505.2	11046688.8	183.6	753.5	890.4	13.6	13.6	3.3	64.9	22.3	-	-	-	-	-	-	-	-	-	-	-	Cell 6	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Saccade	Right	15	4980.6	4997.3	11046688.8	11046705.5	16.7	-	-	-	-	-	-	-	718.3	903.2	696.1	900.3	0.3	834.1	814.7	-844.2	20.9	39.5	0.0	-	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Fixation	Right	16	4997.3	5080.8	11046705.5	11046788.9	83.5	686.2	903.5	13.4	13.4	3.3	16.0	7.1	-	-	-	-	-	-	-	-	-	-	-	Cell 6	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Saccade	Right	16	5080.8	5097.5	11046788.9	11046805.6	16.7	-	-	-	-	-	-	-	680.1	905.9	716.7	624.7	1.8	7502.0	11092.2	-10115.8	108.4	378.1	100.0	-	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Fixation	Right	17	5097.5	5297.7	11046805.6	11047005.9	200.3	729.4	630.7	13.1	13.1	3.2	31.3	33.3	-	-	-	-	-	-	-	-	-	-	-	Cell 5	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Saccade	Right	17	5297.7	5331.1	11047005.9	11047039.3	33.4	-	-	-	-	-	-	-	741.8	626.6	435.4	622.0	3.0	5573.6	6099.3	-5213.2	89.9	208.1	100.0	-	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Fixation	Right	18	5331.1	5564.8	11047039.3	11047272.9	233.7	391.6	623.5	13.0	13.0	3.2	52.7	6.3	-	-	-	-	-	-	-	-	-	-	-	Cell 2	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Saccade	Right	18	5564.8	5581.4	11047272.9	11047289.6	16.7	-	-	-	-	-	-	-	383.9	621.0	380.8	495.9	1.2	4446.4	4887.4	-4929.7	74.0	167.1	100.0	-	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Fixation	Right	19	5581.4	5798.4	11047289.6	11047506.6	217.0	383.9	413.8	13.1	13.1	3.2	5.1	92.2	-	-	-	-	-	-	-	-	-	-	-	Cell 1	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Saccade	Right	19	5798.4	5848.5	11047506.6	11047556.6	50.1	-	-	-	-	-	-	-	383.5	405.0	354.9	895.9	5.7	6828.6	12389.4	-11858.3	114.0	413.2	66.7	-	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Fixation	Right	20	5848.5	6065.5	11047556.6	11047773.6	217.0	357.6	887.7	13.2	13.2	3.2	16.8	13.3	-	-	-	-	-	-	-	-	-	-	-	Cell 3	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Saccade	Right	20	6065.5	6082.2	11047773.6	11047790.3	16.7	-	-	-	-	-	-	-	364.4	886.8	515.7	889.3	1.0	4136.4	5880.1	-5693.0	61.2	202.0	100.0	-	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Fixation	Right	21	6082.2	6215.7	11047790.3	11047923.9	133.5	505.4	892.1	13.1	13.1	3.2	24.1	4.8	-	-	-	-	-	-	-	-	-	-	-	Cell 3	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Blink	Right	1	6249.1	7083.7	11047957.3	11048791.9	834.6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Saccade	Right	21	7150.5	7167.2	11048858.6	11048875.3	16.7	-	-	-	-	-	-	-	877.0	233.8	959.4	218.7	5.6	14006.9	3356.5	-35357.8	333.0	1199.4	0.0	-	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Fixation	Right	22	7167.2	8787.1	11048875.3	11050495.2	1619.9	953.3	159.7	14.6	14.6	3.6	26.0	72.0	-	-	-	-	-	-	-	-	-	-	-	Target Word	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Saccade	Right	22	8787.1	8803.8	11050495.2	11050511.9	16.7	-	-	-	-	-	-	-	971.9	157.8	974.8	159.8	0.0	58.3	91.4	-80.6	2.9	4.7	100.0	-	-	-	-	-	-	-	-	-	-
Trial016	11041708.2	Folie27.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.7	Eye	Fixation	Right	23	8803.8	9020.7	11050511.9	11050728.8	216.9	977.0	160.3	14.7	14.7	3.7	5.2	5.1	-	-	-	-	-	-	-	-	-	-	-	Target Word	-	-	-	-	-	-	-	-	-
Trial017	11050791.3	Folie1.jpg	0.0	9000.0	B002VS101	CornflowerBlue	90.8	Information	Separator	-	1	0.0	-	11050791.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	folie1.jpg
